Sl no.,Hotel Name,PartnerRef,POS,Bid CPC,Opportunity CPC,Hotel Impr,Clicks,Cost,Avg. CPC,Top Pos Share,Impr Share,Outbid Ratio,Beat,Meet,Lose,Unavailability,Max Potential,Bookings,Booking Rate,CPA,Gross Rev,ABV,Booking Value Index,Net Rev,Net Rev/Click,Profit,ROAS,Margin,Region,Country,City,Stars,Rating
3622,OYO 11068 Hotel Royal Palace,VAD058,IN,0.11,0.24,2627,8,1.15,0.14,0.0263,0.9551,0.0012,0.5995,0.0133,0.3434,0.0438,2337,0,0,,0,,Low,0,0,-1.15,0,,Gujarat,India,Vadodara,3,82.03
3623,OYO 15763 Hotel Grand inn,DEL1005,IN,0.24,0.48,122,8,3.47,0.43,0.9508,0.959,0,0.623,0,0.3361,0.041,90,0,0,,0,,Low,0,0,-3.47,0,,Delhi,India,Delhi,3,84.71
3624,OYO 10387 Edakkal Holiday Home,WND065,IN,0.22,0.27,2882,8,2.2,0.28,0.6058,0.9247,0,0.0472,0,0.8775,0.0753,2645,0,0,,0,,Average,0,0,-2.2,0,,Kerala,India,Wayanad,3,86.97
3625,OYO 12841 Hotel Maa Residency,JMU038,IN,0.1,0.12,260,8,0.8,0.1,0.9731,0.9731,0.623,0.9577,0,0.0154,0.0269,312,0,0,,0,,Above Average,0,0,-0.8,0,,Jammu and Kashmir,India,Jammu,3,89.31
3626,OYO 6327 Hotel Hill View,JAI264,IN,0.18,0.47,2101,8,3.06,0.38,0.149,0.8948,0,0.1928,0.0005,0.7016,0.1052,1346,0,0,,0,,Below Average,0,0,-3.06,0,,Rajasthan,India,Jaipur,3,86.65
3627,OYO 696 Hotel Euro Star International,DEL696,IN,0.18,0.21,549,8,1.43,0.18,0.4044,0.7304,0,0.2587,0,0.4718,0.2696,295,0,0,,0,,Below Average,0,0,-1.43,0,,Delhi,India,Delhi,3,79.9
3628,OYO 9913 Nova De Goa,GOA878,IN,0.13,0.18,735,8,1.41,0.18,0.7823,0.8027,0,0.3075,0,0.4952,0.1973,456,0,0,,0,,Above Average,0,0,-1.41,0,,Goa,India,Velha Goa,3,81.34
3629,OYO 11451 The Avenue residency,GRG855,IN,0.19,0.42,406,8,2.06,0.26,0.468,0.9236,0,0.2759,0,0.6478,0.0764,275,0,0,,0,,Average,0,0,-2.06,0,,Haryana,India,Gurgaon,3,87.72
3630,OYO 14565 Hotel Snazzy,JAI420,IN,0.14,0.17,446,8,1.32,0.17,0.8453,0.9148,0,0.2242,0.0067,0.6839,0.0852,386,1,0.125,0.1299,10.16,10.16,Above Average,0,0,-1.32,0,0,Rajasthan,India,Jaipur,3,90.29
3631,OYO 9851 Hotel Repose,AHM322,IN,0.2,0.22,528,8,1.66,0.21,0.7027,0.8902,0,0.8314,0,0.0587,0.1098,433,1,0.125,0.0156,106.74,106.74,Below Average,0,0,-1.66,0,0,Gujarat,India,Ahmedabad,3,85.53
3632,OYO 15729 Shells Inn,HYD608,IN,0.14,0.17,903,8,1.56,0.2,0.7464,0.8594,0,0.3056,0,0.5537,0.1406,655,0,0,,0,,Above Average,0,0,-1.56,0,,Telangana,India,Hyderabad,3,81.02
3633,OYO 14625 fragrance habitate,NOD339,IN,0.16,0.18,257,8,0.86,0.11,0.9222,0.9922,0.6693,0.7471,0,0.2451,0.0078,363,1,0.125,0.1204,7.14,7.14,Above Average,0,0,-0.86,0,0,Uttar Pradesh,India,Noida,3,88.81
3634,OYO 1427 Hotel Malhar Haveli,NOD063,IN,0.27,0.37,1693,8,2.77,0.35,0.3001,0.9126,0,0.2073,0,0.7053,0.0874,1335,0,0,,0,,Average,0,0,-2.77,0,,Delhi,India,Delhi,3,87.13
3635,OYO 5509 Hotel Chandni,DHM050,IN,0.19,0.34,2791,8,2.15,0.27,0.6836,0.9144,0,0.0724,0,0.842,0.0856,2521,0,0,,0,,Average,0,0,-2.15,0,,Punjab,India,Kangar,3,85.11
3636,OYO 9542 near Sindhi Camp Bus Stand,JAI355,IN,0.24,,858,8,1.77,0.22,0.4231,0.5862,0,0.2739,0,0.3124,0.4138,386,0,0,,0,,Above Average,0,0,-1.77,0,,Rajasthan,India,Jaipur,3,84.29
3637,OYO 11606 Hotel Diplomat Residency,GRG863,IN,0.15,0.26,260,8,1.51,0.19,0.5846,0.7692,0,0.2385,0,0.5308,0.2308,174,0,0,,0,,Above Average,0,0,-1.51,0,,Haryana,India,Gurgaon,3,85.85
3638,OYO 6732 Dheeran Residency,COM055,IN,0.19,0.29,1026,8,1.34,0.17,0.6062,0.8665,0,0.0867,0.001,0.7788,0.1335,814,0,0,,0,,Above Average,0,0,-1.34,0,,Tamil Nadu,India,Coimbatore,3,83.48
3639,OYO 10095 Home Green View 3BHK Aurovile Beach,PNY082,IN,0.18,0.22,2936,8,1.46,0.18,0.469,0.4734,0,0.4683,0,0.0051,0.5266,1164,0,0,,0,,Above Average,0,0,-1.46,0,,Pondicherry,India,Puducherry,0,81.5
3640,OYO 10363 Sri Balaji Guest House,BLR759,IN,0.21,0.36,499,8,1.69,0.21,0.4529,0.8978,0,0.3487,0,0.5491,0.1022,389,1,0.125,0.1874,9.02,9.02,Above Average,0,0,-1.69,0,0,Karnataka,India,Bengaluru,3,86.85
3641,OYO 12397 Hotel Bloom,DHN135,IN,0.11,0.2,306,8,1.56,0.2,1,1,0.5419,1,0,0,0,318,0,0,,0,,Average,0,0,-1.56,0,,Uttarakhand,India,Dehradun,3,82.47
3642,OYO 13575 Green Vogue,GRG900,IN,0.23,0.31,2393,8,2.55,0.32,0.3109,0.9453,0,0.6824,0.0008,0.262,0.0547,1833,0,0,,0,,Low,0,0,-2.55,0,,Haryana,India,Gurgaon,3,81.95
3643,OYO 9923 Rajarhat,KOL580,IN,0.25,0.33,491,8,2.43,0.3,0.8961,0.9409,0,0.336,0.002,0.6029,0.0591,393,0,0,,0,,Above Average,0,0,-2.43,0,,West Bengal,India,Kolkata,3,88.35
3644,OYO 15000 Aravali Residency,FAR050,IN,0.13,0.2,282,8,1.19,0.15,0.9929,0.9929,0.7586,1,0,0,0,434,0,0,,0,,Above Average,0,0,-1.19,0,,Haryana,India,Faridabad,3,86.98
3645,OYO 12520 Hotel Grand Tara,NEM014,IN,0.17,0.5,14160,8,1.51,0.19,0.0292,0.9362,0.0005,0.0395,0.0001,0.8968,0.0636,12546,1,0.125,0.0978,15.44,15.44,Below Average,0,0,-1.51,0,0,Rajasthan,India,Neemrana,3,85.49
3646,OYO 13849 Manali Meadows,MNL352,IN,0.24,0.49,1966,8,2.25,0.28,0.8388,0.9557,0,0.8093,0,0.1465,0.0443,1695,0,0,,0,,Above Average,0,0,-2.25,0,,Himachal Pradesh,India,Manali,3,81.24
3647,OYO 6793 Hotel CZ,LCK173,IN,0.22,0.39,10968,8,2.43,0.3,0.0216,0.9423,0.0006,0.0302,0.0002,0.9125,0.0572,9954,1,0.125,0.2187,11.11,11.11,Average,0,0,-2.43,0,0,Uttar Pradesh,India,Lucknow,3,81.12
3648,OYO 566 Hotel Soni Villa,GRG132,IN,0.23,,310,8,1.53,0.19,0.6742,0.7742,0,0.7,0,0.0742,0.2258,195,0,0,,0,,Above Average,0,0,-1.53,0,,Haryana,India,Gurgaon,3,83.32
3649,OYO 12020 Hotel Ratna Regency,PUN342,IN,0.21,0.34,2625,8,3.07,0.38,0.312,0.9272,0,0.0819,0,0.8453,0.0728,2230,0,0,,0,,Average,0,0,-3.07,0,,Maharashtra,India,Pune,3,81
3650,OYO 12929 Home Field View Studio Parra,GOA1367,IN,0.18,0.3,411,8,1.58,0.2,0.9805,0.9805,0,0.5328,0,0.4477,0.0195,332,0,0,,0,,Above Average,0,0,-1.58,0,,Goa,India,Margao,0,86.29
3651,OYO 16703 Hotel The Platinum,KOL016,IN,0.12,0.13,282,8,1.46,0.18,0.6631,0.6631,0,0.656,0,0.0071,0.3369,143,0,0,,0,,Above Average,0,0,-1.46,0,,West Bengal,India,Kolkata,3,85.4
3652,OYO 2356 Hotel Gian Residency,KAR004,IN,0.1,0.12,495,8,0.8,0.1,0.9939,0.9939,0.6491,1,0,0,0,664,0,0,,0,,Above Average,0,0,-0.8,0,,Haryana,India,Karnal,3,88.13
3653,OYO Flagship 136 Sector 45 Noida,NOD136,IN,0.15,0.18,570,8,1.53,0.19,0.6456,0.8228,0,0.1421,0,0.6807,0.1772,374,0,0,,0,,Below Average,0,0,-1.53,0,,Uttar Pradesh,India,Noida,3,83.76
3654,OYO 630 Hotel Innova Homes,DEL167,IN,0.19,0.85,2424,8,2.99,0.37,0.1559,0.9431,0,0.2203,0,0.7228,0.0569,1827,0,0,,0,,Below Average,0,0,-2.99,0,,Delhi,India,Delhi,3,77.9
3655,OYO 15675 Nachiappa Park,CHN594,IN,0.14,0.19,384,8,1.35,0.17,0.8333,0.8464,0,0.474,0,0.3724,0.1536,238,1,0.125,0.1007,13.4,13.4,Above Average,0,0,-1.35,0,0,Tamil Nadu,India,Chennai,3,77.04
3656,OYO 3131 Hotel BR Inn,BTI008,IN,0.11,0.23,2459,8,1.63,0.2,0.144,0.9244,0,0.0216,0.0004,0.9024,0.0756,1756,0,0,,0,,Low,0,0,-1.63,0,,Punjab,India,Bathinda,3,85.76
3657,Mohit,DEL1018,IN,0.15,0.23,654,8,1.32,0.17,0.6835,0.8364,0,0.1606,0,0.6758,0.1636,399,0,0,,0,,Above Average,0,0,-1.32,0,,Delhi,India,Delhi,3,87.41
3658,OYO 4194 Hotel Ashoka Heritage,RPR024,IN,0.13,0.15,620,8,1.28,0.16,0.7194,0.8694,0,0.8258,0,0.0435,0.1306,385,2,0.25,0.0569,22.49,11.24,High,0,0,-1.28,0,0,Chhattisgarh,India,Raipur,3,82.34
3659,OYO 7341 Hotel Himalayan Hamlet,KUL009,IN,0.17,0.24,348,8,1.76,0.22,0.8908,0.9856,0,0.9511,0.0029,0.0316,0.0144,303,0,0,,0,,Below Average,0,0,-1.76,0,,Himachal Pradesh,India,Kullu,3,78.45
3660,OYO 10572 Kalpataru Guest House,GHY159,IN,0.18,0.25,775,8,1.45,0.18,0.6877,0.7781,0,0.4748,0,0.3032,0.2219,475,0,0,,0,,Above Average,0,0,-1.45,0,,Assam,India,Guwahati,3,83.62
3661,OYO 4212 Hotel Vedas Heritage,DEL482,IN,0.21,0.55,1240,8,2.19,0.27,0.1927,0.9113,0,0.0782,0,0.8331,0.0887,910,0,0,,0,,Average,0,0,-2.19,0,,Delhi,India,Delhi,3,81.01
3662,OYO 13541 Otani Hotel,DEL942,IN,0.13,0.15,200,8,0.96,0.12,0.915,0.92,0.0054,0.91,0,0.01,0.08,127,0,0,,0,,Average,0,0,-0.96,0,,Delhi,India,Delhi,3,84.41
3663,OYO 4917 Nortels Service Appartments,CHN241,IN,0.11,0.19,6234,8,1.19,0.15,0.005,0.892,0.0005,0.0218,0.0002,0.8702,0.1078,5135,0,0,,0,,Low,0,0,-1.19,0,,Tamil Nadu,India,Chennai,3,82.75
3664,OYO 11580 6th Element Cottage,MNL266,IN,0.24,0.4,1977,8,2.63,0.33,0.7511,0.9514,0,0.5771,0.0005,0.3738,0.0486,1817,0,0,,0,,Above Average,0,0,-2.63,0,,Himachal Pradesh,India,Kullu,3,81.02
3665,OYO 11609 Hotel Annapurna,HYD523,IN,0.17,0.28,519,8,1.49,0.19,0.5434,0.8285,0,0.183,0,0.6455,0.1715,395,0,0,,0,,Above Average,0,0,-1.49,0,,Telangana,India,Hyderabad,3,90.5
3666,OYO Townhouse 019 Jayanagar,BLR666,IN,0.23,0.29,743,8,2,0.25,0.428,0.9152,0,0.1454,0.004,0.7658,0.0848,545,0,0,,0,,High,0,0,-2,0,,Karnataka,India,Bengaluru,4,81.98
3667,OYO 10610 near IIT Jodhpur,JOD083,IN,0.13,0.21,2167,8,2.14,0.27,0.2584,0.9063,0,0.144,0.0009,0.7614,0.0937,1608,0,0,,0,,Below Average,0,0,-2.14,0,,Rajasthan,India,Jodhpur,3,84.46
3668,OYO 10382 Hotel Saffron Suites,MUM598,IN,0.12,0.44,4365,8,1.89,0.24,0.03,0.9427,0,0.4158,0.0101,0.5168,0.0573,3889,0,0,,0,,Low,0,0,-1.89,0,,Maharashtra,India,Mumbai,3,87.76
3669,OYO 13396 HOTEL PREFER INN,GRG897,IN,0.11,0.13,321,8,1.18,0.15,0.81,0.8505,0,0.8255,0,0.0249,0.1495,244,0,0,,0,,Average,0,0,-1.18,0,,Haryana,India,Gurgaon,3,81.23
3670,OYO 10437 Hotel Hibiscus INN,BLR741,IN,0.18,0.27,175,8,1.43,0.18,0.5543,0.9143,0,0.5657,0,0.3486,0.0857,134,0,0,,0,,Low,0,0,-1.43,0,,Karnataka,India,Bengaluru,3,78.9
3671,OYO 6915 Hotel Marwar Regency,JOD058,IN,0.18,0.66,1923,8,2.5,0.31,0.3827,0.9735,0,0.1908,0.0005,0.7821,0.0265,1520,0,0,,0,,Average,0,0,-2.5,0,,Rajasthan,India,Jodhpur,3,83.77
3672,OYO 10671 Hotel Sai Prem,NSK041,IN,0.21,0.27,2440,8,1.94,0.24,0.3533,0.8504,0,0.0693,0,0.7811,0.1496,1718,2,0.25,0.0635,30.56,15.28,Above Average,0,0,-1.94,0,0,Maharashtra,India,Nashik,3,83.28
3673,OYO 10723 Home Pool View Studio Colva,GOA1054,IN,0.14,0.24,387,8,1.54,0.19,0.9587,0.9922,0,0.6899,0,0.3023,0.0078,317,0,0,,0,,Below Average,0,0,-1.54,0,,Goa,India,Velha Goa,0,86.05
3674,OYO 7173 Salt Lake,KOL446,IN,0.23,0.37,502,8,1.97,0.25,0.5757,0.8108,0,0.3446,0,0.4661,0.1892,322,1,0.125,0.1189,16.57,16.57,Above Average,0,0,-1.97,0,0,West Bengal,India,Kolkata,3,84
3675,OYO 9663 Hotel JustStay,GRG797,IN,0.23,0.32,400,8,2.13,0.27,0.4575,0.8725,0,0.3775,0,0.495,0.1275,233,0,0,,0,,Above Average,0,0,-2.13,0,,Haryana,India,Gurgaon,3,82.8
3676,OYO 9751 Hotel Vrundavan Residency,VAD053,IN,0.11,0.15,1332,8,1.73,0.22,0.3191,0.8731,0.0043,0.3649,0.036,0.476,0.1231,935,0,0,,0,,Below Average,0,0,-1.73,0,,Gujarat,India,Vadodara,3,82.82
3677,OYO 2130 Hotel HK Continental,ASR037,IN,0.14,0.6,6222,8,2.07,0.26,0.0715,0.891,0,0.0329,0,0.8581,0.109,4780,0,0,,0,,Above Average,0,0,-2.07,0,,Punjab,India,Amritsar,3,79.34
3678,OYO 9943 Hotel Cocoa Tree,MNR112,IN,0.2,0.22,637,8,1.56,0.2,0.6295,0.7504,0,0.7457,0,0.0047,0.2496,356,0,0,,0,,Above Average,0,0,-1.56,0,,Kerala,India,Munnar,3,80.6
3679,OYO 6604 Sai Residency Salt Lake,KOL392,IN,0.24,0.33,976,8,2.78,0.35,0.7633,0.9283,0,0.2439,0.0031,0.6814,0.0717,718,0,0,,0,,Above Average,0,0,-2.78,0,,West Bengal,India,Kolkata,3,83.54
3680,OYO 12428 Home Luxurious 3BHK Bambolim,GOA1286,IN,0.16,0.18,120,8,1.88,0.24,0.9583,0.9583,0,0.9583,0,0,0.0417,107,0,0,,0,,Above Average,0,0,-1.88,0,,Goa,India,Panaji,0,82.97
3681,OYO 10118 Hotel Govindam Palace,UDP140,IN,0.18,0.22,774,8,1.01,0.13,0.4341,0.7364,0,0.2765,0,0.4599,0.2636,444,1,0.125,0.0833,12.13,12.13,High,1.81,0.23,0.8,1.7921,0.1492,Rajasthan,India,Udaipur,3,77.42
3682,OYO 9536 Bee For Home Stay,DEL793,IN,0.21,,568,8,1.59,0.2,0.5528,0.7553,0,0.5035,0,0.2518,0.2447,335,0,0,,0,,Above Average,0,0,-1.59,0,,Uttar Pradesh,India,Ghaziabad,3,85.01
3683,OYO 13260 Symantec Villa,KQN064,IN,0.12,0.14,720,8,1.01,0.13,0.8194,0.825,0,0.7542,0,0.0708,0.175,456,0,0,,0,,Above Average,0,0,-1.01,0,,Tamil Nadu,India,Kodaikanal,3,81.69
3684,OYO 10012 Hotel Pink City,CHA305,IN,0.16,0.17,1608,8,1.42,0.18,0.5622,0.7394,0,0.4614,0,0.278,0.2606,1102,1,0.125,0.1259,11.28,11.28,Above Average,1.69,0.21,0.27,1.1901,0.1498,Punjab,India,Chandigarh,3,82.64
3685,OYO 9528 Hotel Midas Casita,BLR678,IN,0.18,0.84,8146,8,3.7,0.46,0.015,0.9351,0.0005,0.0403,0.0006,0.8947,0.0644,7013,0,0,,0,,Below Average,0,0,-3.7,0,,Karnataka,India,Bengaluru,3,88.55
3686,OYO 12985 Sabharwal Viecroy,BLR854,IN,0.13,0.3,950,8,1.97,0.25,0.0316,0.8347,0,0.0484,0,0.7863,0.1653,673,0,0,,0,,Below Average,0,0,-1.97,0,,Karnataka,India,Bengaluru,3,83.72
3687,OYO 8622 Hotel Grand Inn,CHA265,IN,0.17,0.47,1023,8,2.2,0.28,0.2981,0.8915,0,0.1193,0,0.7722,0.1085,653,0,0,,0,,Below Average,0,0,-2.2,0,,Punjab,India,Chandigarh,3,80.69
3688,OYO 11453 Radhe Palace,KOL628,IN,0.17,0.26,1102,8,1.95,0.24,0.0254,0.9456,0,0.0989,0.0018,0.8448,0.0544,799,0,0,,0,,Below Average,0,0,-1.95,0,,West Bengal,India,Kolkata,3,85.83
3689,OYO 2571 Apartment Hotel Nirvana Residencies,HYD194,IN,0.23,0.3,908,8,2.56,0.32,0.5947,0.8326,0,0.1388,0.0011,0.6927,0.1674,556,0,0,,0,,Average,0,0,-2.56,0,,Telangana,India,Hyderabad,3,88.12
3690,OYO 14441 Ramani Residency,CHN569,IN,0.12,0.14,227,8,1.01,0.13,1,1,0.635,1,0,0,0,279,1,0.125,0.0504,20.02,20.02,High,0,0,-1.01,0,0,Tamil Nadu,India,Chennai,3,84.29
3691,OYO 10533 Hotel Victory Grand,BLR785,IN,0.2,,365,8,1.3,0.16,0.7945,0.8932,0,0.8658,0,0.0274,0.1068,337,0,0,,0,,Average,0,0,-1.3,0,,Karnataka,India,Bengaluru,3,81.4
3692,OYO 8779 Bj'S By The Way,BBS035,IN,0.18,0.37,669,8,1.68,0.21,0.3348,0.9372,0,0.0329,0,0.9043,0.0628,428,0,0,,0,,Below Average,0,0,-1.68,0,,Odisha,India,Bhubaneswar,3,82.16
3693,OYO 14820 Cinema Scope,CHN576,IN,0.27,0.34,165,8,2.27,0.28,0.9333,0.9636,0,0.6121,0.0061,0.3455,0.0364,122,0,0,,0,,Above Average,0,0,-2.27,0,,Tamil Nadu,India,Chennai,3,86.15
3694,OYO 14615 Aastha Krishna Dham,LCK238,IN,0.15,0.22,587,8,0.96,0.12,0.7308,0.9131,0,0.6712,0.0034,0.2385,0.0869,478,0,0,,0,,Above Average,0,0,-0.96,0,,Uttar Pradesh,India,Lucknow,3,85.91
3695,OYO 9720 Home Stay Virat Residency,DEL801,IN,0.18,0.32,625,8,1.8,0.23,0.6656,0.8544,0,0.2896,0.0032,0.5616,0.1456,387,0,0,,0,,Above Average,0,0,-1.8,0,,Uttar Pradesh,India,Ghaziabad,3,83.74
3696,OYO 11089 Hotel Deccan 8,PUN328,IN,0.21,0.34,1707,8,2.28,0.29,0.0451,0.8541,0,0.041,0,0.8131,0.1459,1183,0,0,,0,,High,0,0,-2.28,0,,Maharashtra,India,Pune,3,79.97
3697,OYO 1482 Hotel Gem 92,DEL235,IN,0.2,0.31,547,8,1.46,0.18,0.585,0.8282,0,0.0951,0,0.7331,0.1718,397,2,0.25,0.0359,40.64,20.32,Above Average,0,0,-1.46,0,0,Delhi,India,Delhi,3,79.5
3698,OYO 11309 Hotel Green Land Residency,KOC247,IN,0.11,0.59,4227,8,1.23,0.15,0.0092,0.9579,0.0007,0.0899,0,0.8687,0.0414,3616,0,0,,0,,Low,0,0,-1.23,0,,Kerala,India,Kochi,3,90.66
3699,OYO 2578 Hotel Nirmal Haveli,JSM015,IN,0.23,0.32,543,8,2.04,0.26,0.7201,0.8582,0,0.4807,0,0.3775,0.1418,365,1,0.125,0.032,63.67,63.67,Above Average,0,0,-2.04,0,0,Rajasthan,India,Jaisalmer,1,78.16
3700,OYO 7636 Hotel Kaushalya Residency,RDP028,IN,0.14,0.4,1895,8,1.8,0.23,0.343,0.942,0,0.0982,0.0021,0.8417,0.058,1407,0,0,,0,,Below Average,0,0,-1.8,0,,Uttarakhand,India,Rudrapur,3,88.17
3701,OYO 10208 Home Valley View 2BHK Kasauli,KAS028,IN,0.12,0.3,252,8,1.56,0.2,0.996,0.996,0,0.9921,0,0.004,0.004,215,0,0,,0,,Above Average,0,0,-1.56,0,,Himachal Pradesh,India,Kasauli,0,80.35
3702,OYO 8504 Namans Inn,KOL552,IN,0.17,0.8,20358,8,1.79,0.22,0.0012,0.928,0.0007,0.0734,0.0011,0.8542,0.0713,18510,0,0,,0,,Below Average,0,0,-1.79,0,,West Bengal,India,Kolkata,3,81.58
3703,OYO 6889 Elite Deluxe Rooms,BLR523,IN,0.22,0.39,905,8,1.83,0.23,0.4243,0.8166,0,0.1116,0,0.705,0.1834,643,1,0.125,0.1292,14.16,14.16,Above Average,0,0,-1.83,0,0,Karnataka,India,Bengaluru,3,87.08
3704,OYO 9555 Hotel Imperial,UDP102,IN,0.13,0.25,12461,8,2.17,0.27,0.0136,0.9042,0.0002,0.2336,0.0014,0.6694,0.0957,9962,0,0,,0,,Below Average,0,0,-2.17,0,,Rajasthan,India,Udaipur,3,82.52
3705,OYO 11386 Resside Homes,BLR803,IN,0.18,0.24,325,8,1.21,0.15,0.7323,0.9015,0,0.1969,0.0092,0.6954,0.0985,280,0,0,,0,,Below Average,0,0,-1.21,0,,Karnataka,India,Bengaluru,3,84.34
3706,OYO 13170 Victory Suites,BLR864,IN,0.16,0.26,224,8,1.45,0.18,0.7232,0.8705,0,0.5134,0.0179,0.3393,0.1295,149,1,0.125,0.1213,11.95,11.95,Above Average,0,0,-1.45,0,0,Karnataka,India,Bengaluru,3,80
3707,OYO 10191 Hotel Vinayak INN,JAI382,IN,0.18,0.28,617,8,2.14,0.27,0.4635,0.8169,0,0.5316,0,0.2853,0.1831,414,0,0,,0,,Average,0,0,-2.14,0,,Rajasthan,India,Jaipur,3,86.7
3708,OYO 5718 Pratiksha Guest House,KOL348,IN,0.23,0.57,682,8,2.73,0.34,0.6979,0.9472,0,0.4164,0,0.5308,0.0528,474,0,0,,0,,Above Average,0,0,-2.73,0,,West Bengal,India,Kolkata,3,86.84
3709,OYO 10853 Home 2BHK Bhimtal lake,NAN225,IN,0.19,0.23,201,8,1.59,0.2,0.9303,0.9303,0,0.9303,0,0,0.0697,165,0,0,,0,,Above Average,0,0,-1.59,0,,Uttarakhand,India,Bhimtal,0,85.19
3710,OYO 11379 Jams Guest House,KOL625,IN,0.12,0.54,3746,8,3.56,0.45,0.256,0.96,0,0.1377,0,0.8222,0.04,3053,0,0,,0,,Average,0,0,-3.56,0,,West Bengal,India,Kolkata,3,86.13
3711,OYO 4375 Hotel Gang Tarang,HRD055,IN,0.13,0.15,840,8,1.4,0.18,0.8464,0.8488,0,0.8476,0,0.0012,0.1512,602,0,0,,0,,Above Average,0,0,-1.4,0,,Uttarakhand,India,Haridwar,3,84.6
3712,OYO 13947 Tourist Nest,MNL361,IN,0.16,0.23,282,8,1.08,0.14,0.9681,1,0.5675,0.8404,0,0.1596,0,336,0,0,,0,,Average,0,0,-1.08,0,,Himachal Pradesh,India,Manali,3,86.18
3713,OYO 9764 Hotel St Thomas Inn,CHN503,IN,0.1,0.12,197,8,0.8,0.1,0.9746,0.9746,0.8502,0.9797,0,0.0152,0.0051,449,1,0.125,0.0515,15.52,15.52,High,0,0,-0.8,0,0,Tamil Nadu,India,Chennai,3,82.71
3714,OYO 12353 Jineshwari Hotel,IND156,IN,0.17,0.22,2879,8,1.98,0.25,0.1969,0.818,0,0.2619,0.0024,0.5537,0.182,1977,0,0,,0,,Below Average,0,0,-1.98,0,,Madhya Pradesh,India,Indore,3,89.7
3715,OYO 4409 Hotel Chaitanya Inn,VNS064,IN,0.18,0.26,717,8,1.4,0.18,0.5565,0.7727,0,0.3333,0,0.4393,0.2273,422,1,0.125,0.0786,17.82,17.82,High,0,0,-1.4,0,0,Uttar Pradesh,India,Varanasi,3,86.45
3716,OYO Flagship 520 MG Road Metro Station,GRG520,IN,0.2,0.22,228,8,1.63,0.2,0.6228,0.8465,0,0.4693,0,0.3772,0.1535,161,0,0,,0,,Above Average,0,0,-1.63,0,,Haryana,India,Gurgaon,3,87.05
3717,OYO 736 Hotel Saltee,KOL011,IN,0.21,0.31,132,8,2.34,0.29,0.9621,0.9697,0,0.4924,0,0.4773,0.0303,101,0,0,,0,,Above Average,0,0,-2.34,0,,West Bengal,India,Kolkata,3,81.08
3718,OYO 12058 The Green Mushroom,WND074,IN,0.21,0.24,1080,8,1.86,0.23,0.9444,0.9917,0,0.4676,0,0.5241,0.0083,1024,1,0.125,0.1138,16.34,16.34,Above Average,0,0,-1.86,0,0,Kerala,India,Wayanad,3,83.24
3719,FabExpress Jaipur House Bani Park,JAI414,IN,0.11,0.14,415,8,1.36,0.17,1,1,0.7077,1,0,0,0,621,0,0,,0,,Above Average,0,0,-1.36,0,,Rajasthan,India,Jaipur,3,85.8
3720,OYO 12794 Home Luxurious 1BHK Boileauganj,SHM338,IN,0.24,0.31,656,8,2.4,0.3,0.9924,0.9939,0,0.0076,0,0.9863,0.0061,584,0,0,,0,,Above Average,0,0,-2.4,0,,Himachal Pradesh,India,Shimla,0,84.58
3721,OYO Flagship 14469 Darshan Tower Gitanjali,NAG073,IN,0.16,0.25,358,8,0.8,0.1,0.6592,0.9469,0.7807,0.6145,0,0.3352,0.0503,521,0,0,,0,,Above Average,0,0,-0.8,0,,Maharashtra,India,Nagpur,3,80.9
3722,OYO 10889 Hotel Green Residency,GRG839,IN,0.15,0.24,476,8,1.67,0.21,0.313,0.8887,0,0.8845,0,0.0042,0.1113,375,0,0,,0,,Below Average,0,0,-1.67,0,,Haryana,India,Gurgaon,3,83.71
3723,OYO 10448 Green View Home Stay,DHN121,IN,0.13,0.2,450,8,1.01,0.13,0.6622,0.9111,0.0073,0.2156,0,0.6956,0.0889,340,1,0.125,0.0678,14.9,14.9,Above Average,0,0,-1.01,0,0,Uttarakhand,India,Dehradun,3,87.62
3724,OYO 763 Donatella Suites,BLR091,IN,0.19,0.42,1196,8,3.96,0.5,0.1722,0.9139,0,0.0452,0,0.8687,0.0861,866,0,0,,0,,Average,0,0,-3.96,0,,Karnataka,India,Bengaluru,3,85
3725,OYO 11730 Maruthi Global,BLR813,IN,0.14,0.21,1496,8,1.41,0.18,0.8142,0.9358,0,0.5729,0,0.363,0.0642,1491,0,0,,0,,Below Average,0,0,-1.41,0,,Karnataka,India,Bengaluru,3,85.73
3726,OYO 2450 Hotel Laxmi Residency,BKN007,IN,0.12,0.22,3509,8,1.3,0.16,0.0188,0.8706,0.0007,0.0806,0,0.7905,0.1288,2546,0,0,,0,,Low,0,0,-1.3,0,,Rajasthan,India,Bikaner,3,84.05
3727,OYO 11885 Silver Plaza,CHA339,IN,0.19,0.31,2355,8,2.26,0.28,0.2467,0.9406,0,0.3711,0.014,0.5554,0.0594,1879,0,0,,0,,Above Average,0,0,-2.26,0,,Punjab,India,Zirakpur,3,85.99
3728,OYO 4531 Pleasant Stay Inn,BLR650,IN,0.11,0.58,546,8,2.08,0.26,0.0348,0.9121,0,0.0495,0,0.8626,0.0879,403,0,0,,0,,Low,0,0,-2.08,0,,Karnataka,India,Bengaluru,3,81.38
